Engine Fuel Type,Transmission Type,Driven_Wheels,Market Category,Vehicle Size,Vehicle Style,Engine HP,Engine Cylinders,Number of Doors,highway MPG,city mpg,MSRP,Popularity,,Make,Year
regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Large,Extended Cab Pickup,325,6,4,26,19,40065,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,385,8,4,21,15,53704,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,385,8,4,21,15,54004,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Crew Cab Pickup,282,6,4,25,18,35055,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Crew Cab Pickup,385,8,4,22,15,52835,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,385,8,4,21,15,42425,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,385,8,4,21,15,56555,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,282,6,2,23,17,35630,5657,,Ford,2017
regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Large,Crew Cab Pickup,325,6,4,26,19,34165,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,282,6,2,23,17,31485,5657,,Ford,2017
regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Large,Extended Cab Pickup,325,6,4,26,19,35895,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Crew Cab Pickup,385,8,4,22,15,50280,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,282,6,4,23,17,38215,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,385,8,4,21,15,35870,5657,,Ford,2017
regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Large,Crew Cab Pickup,325,6,4,26,19,42425,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Regular Cab Pickup,282,6,2,25,18,26840,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,282,6,2,23,17,35330,5657,,Ford,2017
regular unleaded,AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,325,6,4,23,18,43490,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Regular Cab Pickup,282,6,2,25,18,32210,5657,,Ford,2017
regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Large,Crew Cab Pickup,325,6,4,26,19,42725,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Crew Cab Pickup,385,8,4,22,15,50580,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Crew Cab Pickup,282,6,4,25,18,37140,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Extended Cab Pickup,282,6,4,25,18,34790,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Extended Cab Pickup,282,6,4,25,18,30600,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,282,6,4,23,17,34025,5657,,Ford,2017
regular unleaded,AUTOMATIC,four wheel drive,Performance,Large,Crew Cab Pickup,365,6,4,23,17,63025,5657,,Ford,2017
regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Large,Crew Cab Pickup,325,6,4,26,19,38250,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,282,6,4,23,17,40635,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Crew Cab Pickup,385,8,4,22,15,53135,5657,,Ford,2017
premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,"Exotic,High-Performance",Midsize,Coupe,731,12,2,16,11,315888,2774,,Ferrari,2013
premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,"Exotic,High-Performance",Midsize,Coupe,731,12,2,16,11,315888,2774,,Ferrari,2014
premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,"Exotic,High-Performance",Midsize,Coupe,731,12,2,16,11,319995,2774,,Ferrari,2015
premium unleaded (required),MANUAL,rear wheel drive,"Exotic,High-Performance",Compact,Coupe,483,8,2,16,11,173079,2774,,Ferrari,2007
premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,"Exotic,High-Performance",Compact,Convertible,483,8,2,16,11,211525,2774,,Ferrari,2007
premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,"Exotic,Factory Tuner,High-Performance",Compact,Coupe,483,8,2,16,11,234945,2774,,Ferrari,2007
premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,"Exotic,High-Performance",Compact,Coupe,483,8,2,16,11,184309,2774,,Ferrari,2007
premium unleaded (required),MANUAL,rear wheel drive,"Exotic,High-Performance",Compact,Convertible,483,8,2,16,11,201213,2774,,Ferrari,2007
premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,"Exotic,High-Performance",Compact,Coupe,483,8,2,16,11,199054,2774,,Ferrari,2008
premium unleaded (required),MANUAL,rear wheel drive,"Exotic,High-Performance",Compact,Convertible,483,8,2,16,11,217310,2774,,Ferrari,2008
premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,"Exotic,High-Performance",Compact,Convertible,483,8,2,16,11,228447,2774,,Ferrari,2008
premium unleaded (required),MANUAL,rear wheel drive,"Exotic,High-Performance",Compact,Coupe,483,8,2,16,11,186925,2774,,Ferrari,2008
premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,"Exotic,High-Performance",Compact,Coupe,483,8,2,16,11,200054,2774,,Ferrari,2009
premium unleaded (required),MANUAL,rear wheel drive,"Exotic,High-Performance",Compact,Convertible,483,8,2,16,11,218310,2774,,Ferrari,2009
premium unleaded (required),MANUAL,rear wheel drive,"Exotic,High-Performance",Compact,Coupe,483,8,2,16,11,187925,2774,,Ferrari,2009
premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,"Exotic,High-Performance",Compact,Convertible,483,8,2,16,11,229447,2774,,Ferrari,2009
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,63,4,2,38,30,2000,5657,,Ford,1991
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,63,4,2,38,30,2000,5657,,Ford,1991
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,63,4,2,37,30,2000,5657,,Ford,1992
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,63,4,2,37,30,2000,5657,,Ford,1992
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,63,4,2,38,30,2000,5657,,Ford,1993
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,63,4,2,38,30,2000,5657,,Ford,1993
premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,"Exotic,High-Performance",Large,Coupe,651,12,2,16,11,295000,2774,,Ferrari,2014
premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,"Exotic,High-Performance",Large,Coupe,651,12,2,16,11,295000,2774,,Ferrari,2015
regular unleaded,MANUAL,front wheel drive,"Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,197,4,4,35,26,21435,5657,,Ford,2015
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,120,4,4,36,28,16085,5657,,Ford,2015
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,120,4,4,36,28,14855,5657,,Ford,2015
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,120,4,4,36,28,18805,5657,,Ford,2015
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,120,4,4,35,27,14880,5657,,Ford,2016
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,120,4,4,35,27,16110,5657,,Ford,2016
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,120,4,4,35,27,18830,5657,,Ford,2016
regular unleaded,MANUAL,front wheel drive,"Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,197,4,4,32,26,21460,5657,,Ford,2016
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,120,4,4,35,27,15660,5657,,Ford,2017
regular unleaded,AUTOMATED_MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,120,4,4,36,27,19420,5657,,Ford,2017
regular unleaded,MANUAL,front wheel drive,"Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,197,4,4,32,26,21610,5657,,Ford,2017
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,120,4,4,35,27,14430,5657,,Ford,2017
regular unleaded,MANUAL,rear wheel drive,"Hatchback,Performance",Midsize,2dr Hatchback,200,6,2,28,17,4677,210,,Pontiac,2000
regular unleaded,MANUAL,rear wheel drive,Performance,Midsize,Convertible,200,6,2,28,17,5844,210,,Pontiac,2000
premium unleaded (required),AUTOMATIC,rear wheel drive,"Hatchback,Performance",Midsize,2dr Hatchback,310,8,2,23,16,24035,210,,Pontiac,2001
regular unleaded,MANUAL,rear wheel drive,Performance,Midsize,Convertible,200,6,2,28,17,25475,210,,Pontiac,2001
premium unleaded (required),AUTOMATIC,rear wheel drive,"Factory Tuner,Performance",Midsize,Convertible,310,8,2,23,16,31215,210,,Pontiac,2001
regular unleaded,MANUAL,rear wheel drive,"Hatchback,Performance",Midsize,2dr Hatchback,200,6,2,28,17,18855,210,,Pontiac,2001
premium unleaded (required),AUTOMATIC,rear wheel drive,"Hatchback,Factory Tuner,Performance",Midsize,2dr Hatchback,310,8,2,23,16,27145,210,,Pontiac,2001
premium unleaded (required),AUTOMATIC,rear wheel drive,"Factory Tuner,Performance",Midsize,Convertible,310,8,2,23,16,32095,210,,Pontiac,2002
premium unleaded (required),AUTOMATIC,rear wheel drive,"Hatchback,Performance",Midsize,2dr Hatchback,310,8,2,23,16,25995,210,,Pontiac,2002
premium unleaded (required),AUTOMATIC,rear wheel drive,"Hatchback,Factory Tuner,Performance",Midsize,2dr Hatchback,310,8,2,23,16,28025,210,,Pontiac,2002
regular unleaded,MANUAL,rear wheel drive,"Hatchback,Performance",Midsize,2dr Hatchback,200,6,2,29,17,20050,210,,Pontiac,2002
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,130,4,4,37,29,15650,2202,,Honda,2015
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,130,4,4,37,29,17560,2202,,Honda,2015
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,130,4,4,38,32,19925,2202,,Honda,2015
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,130,4,4,38,32,20925,2202,,Honda,2015
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,130,4,4,41,33,16450,2202,,Honda,2015
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,130,4,4,38,32,18360,2202,,Honda,2015
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,130,4,4,38,32,21165,2202,,Honda,2016
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,130,4,4,38,32,20165,2202,,Honda,2016
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,130,4,4,41,33,16690,2202,,Honda,2016
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,130,4,4,38,32,18600,2202,,Honda,2016
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,130,4,4,37,29,17800,2202,,Honda,2016
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,130,4,4,37,29,15890,2202,,Honda,2016
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,130,4,4,37,32,20265,2202,,Honda,2017
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,130,4,4,40,33,16790,2202,,Honda,2017
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,130,4,4,37,32,21265,2202,,Honda,2017
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,130,4,4,36,29,17900,2202,,Honda,2017
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,130,4,4,36,29,15990,2202,,Honda,2017
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,130,4,4,37,32,18700,2202,,Honda,2017
regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Large,Sedan,260,8,4,23,15,2000,1624,,Cadillac,1994
regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Large,Sedan,260,8,4,23,15,2000,1624,,Cadillac,1995
regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Large,Sedan,260,8,4,24,15,2158,1624,,Cadillac,1996
regular unleaded,AUTOMATIC,front wheel drive,Crossover,Large,Wagon,287,6,4,25,18,32100,5657,,Ford,2015
regular unleaded,AUTOMATIC,front wheel drive,Crossover,Large,Wagon,287,6,4,25,18,29100,5657,,Ford,2015
regular unleaded,AUTOMATIC,front wheel drive,Crossover,Large,Wagon,287,6,4,25,18,37700,5657,,Ford,2015
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Large,Wagon,287,6,4,23,17,39650,5657,,Ford,2015
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Large,Wagon,287,6,4,23,17,34050,5657,,Ford,2015
premium unleaded (recommended),AUTOMATIC,all wheel drive,"Crossover,Performance",Large,Wagon,365,6,4,23,16,42400,5657,,Ford,2015
premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Large,Wagon,365,6,4,21,15,42600,5657,,Ford,2016
regular unleaded,AUTOMATIC,front wheel drive,"Crossover,Performance",Large,Wagon,287,6,4,23,16,32300,5657,,Ford,2016
regular unleaded,AUTOMATIC,front wheel drive,Crossover,Large,Wagon,287,6,4,23,16,29600,5657,,Ford,2016
regular unleaded,AUTOMATIC,all wheel drive,"Crossover,Performance",Large,Wagon,287,6,4,22,16,34250,5657,,Ford,2016
regular unleaded,AUTOMATIC,all wheel drive,"Crossover,Performance",Large,Wagon,287,6,4,22,16,39750,5657,,Ford,2016
regular unleaded,AUTOMATIC,front wheel drive,"Crossover,Performance",Large,Wagon,287,6,4,23,16,37800,5657,,Ford,2016
premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Large,Wagon,365,6,4,21,15,43030,5657,,Ford,2017
regular unleaded,AUTOMATIC,all wheel drive,"Crossover,Performance",Large,Wagon,287,6,4,22,16,40180,5657,,Ford,2017
regular unleaded,AUTOMATIC,front wheel drive,"Crossover,Performance",Large,Wagon,287,6,4,23,16,32730,5657,,Ford,2017
regular unleaded,AUTOMATIC,front wheel drive,"Crossover,Performance",Large,Wagon,287,6,4,23,16,38230,5657,,Ford,2017
regular unleaded,AUTOMATIC,front wheel drive,Crossover,Large,Wagon,287,6,4,23,16,30025,5657,,Ford,2017
regular unleaded,AUTOMATIC,all wheel drive,"Crossover,Performance",Large,Wagon,287,6,4,22,16,34680,5657,,Ford,2017
flex-fuel (premium unleaded required/E85),AUTOMATIC,all wheel drive,"Exotic,Flex Fuel,Luxury,High-Performance",Large,Sedan,616,12,4,20,12,200500,520,,Bentley,2014
flex-fuel (premium unleaded required/E85),AUTOMATIC,all wheel drive,"Exotic,Flex Fuel,Luxury,High-Performance",Large,Sedan,616,12,4,20,12,215800,520,,Bentley,2015
premium unleaded (required),AUTOMATIC,all wheel drive,"Exotic,Luxury,High-Performance",Large,Sedan,500,8,4,24,14,195100,520,,Bentley,2015
premium unleaded (required),AUTOMATIC,all wheel drive,"Exotic,Luxury,High-Performance",Large,Sedan,500,8,4,24,14,201000,520,,Bentley,2016
premium unleaded (required),AUTOMATIC,all wheel drive,"Exotic,Luxury,High-Performance",Large,Sedan,616,12,4,20,12,222300,520,,Bentley,2016
premium unleaded (recommended),MANUAL,all wheel drive,"Hatchback,Factory Tuner,High-Performance",Compact,4dr Hatchback,350,4,4,25,19,36120,5657,,Ford,2017
premium unleaded (recommended),MANUAL,front wheel drive,"Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,252,4,4,32,23,24370,5657,,Ford,2015
premium unleaded (recommended),MANUAL,front wheel drive,"Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,252,4,4,31,22,24425,5657,,Ford,2016
premium unleaded (recommended),MANUAL,front wheel drive,"Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,252,4,4,31,22,24775,5657,,Ford,2017
flex-fuel (unleaded/E85),MANUAL,front wheel drive,Flex Fuel,Compact,Sedan,160,4,4,36,26,18460,5657,,Ford,2015
flex-fuel (unleaded/E85),MANUAL,front wheel drive,"Hatchback,Flex Fuel",Compact,4dr Hatchback,160,4,4,36,26,18960,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATED_MANUAL,front wheel drive,Flex Fuel,Compact,Sedan,160,4,4,40,27,23170,5657,,Ford,2015
flex-fuel (unleaded/E85),MANUAL,front wheel drive,Flex Fuel,Compact,Sedan,160,4,4,36,26,17170,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATED_MANUAL,front wheel drive,"Hatchback,Flex Fuel",Compact,4dr Hatchback,160,4,4,40,27,23670,5657,,Ford,2015
flex-fuel (unleaded/E85),MANUAL,front wheel drive,Flex Fuel,Compact,Sedan,160,4,4,36,26,18515,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATED_MANUAL,front wheel drive,"Hatchback,Flex Fuel",Compact,4dr Hatchback,160,4,4,40,27,23725,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATED_MANUAL,front wheel drive,Flex Fuel,Compact,Sedan,160,4,4,40,27,23225,5657,,Ford,2016
flex-fuel (unleaded/E85),MANUAL,front wheel drive,"Hatchback,Flex Fuel",Compact,4dr Hatchback,160,4,4,36,26,19015,5657,,Ford,2016
flex-fuel (unleaded/E85),MANUAL,front wheel drive,Flex Fuel,Compact,Sedan,160,4,4,36,26,17225,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATED_MANUAL,front wheel drive,"Hatchback,Flex Fuel",Compact,4dr Hatchback,160,4,4,40,27,21675,5657,,Ford,2017
flex-fuel (unleaded/E85),MANUAL,front wheel drive,Flex Fuel,Compact,Sedan,160,4,4,36,26,16775,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATED_MANUAL,front wheel drive,"Hatchback,Flex Fuel",Compact,4dr Hatchback,160,4,4,40,27,24075,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATED_MANUAL,front wheel drive,Flex Fuel,Compact,Sedan,160,4,4,40,27,23575,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATED_MANUAL,front wheel drive,Flex Fuel,Compact,Sedan,160,4,4,40,27,21175,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATED_MANUAL,front wheel drive,"Hatchback,Flex Fuel",Compact,4dr Hatchback,160,4,4,40,27,19765,5657,,Ford,2017
premium unleaded (required),AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,250,4,4,28,23,33095,640,,Subaru,2015
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,170,4,4,32,24,25095,640,,Subaru,2015
regular unleaded,MANUAL,all wheel drive,Crossover,Midsize,4dr SUV,170,4,4,29,22,24595,640,,Subaru,2015
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,170,4,4,32,24,28095,640,,Subaru,2015
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,170,4,4,32,24,30095,640,,Subaru,2015
regular unleaded,MANUAL,all wheel drive,Crossover,Midsize,4dr SUV,170,4,4,29,22,22195,640,,Subaru,2015
premium unleaded (required),AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,250,4,4,28,23,28495,640,,Subaru,2015
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,170,4,4,32,24,23195,640,,Subaru,2015
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,170,4,4,32,24,28795,640,,Subaru,2016
regular unleaded,MANUAL,all wheel drive,Crossover,Midsize,4dr SUV,170,4,4,29,22,25295,640,,Subaru,2016
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,170,4,4,32,24,23395,640,,Subaru,2016
premium unleaded (required),AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,250,4,4,28,23,29195,640,,Subaru,2016
regular unleaded,MANUAL,all wheel drive,Crossover,Midsize,4dr SUV,170,4,4,29,22,22395,640,,Subaru,2016
premium unleaded (required),AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,250,4,4,28,23,33795,640,,Subaru,2016
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,170,4,4,32,24,25795,640,,Subaru,2016
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,170,4,4,32,24,30795,640,,Subaru,2016
premium unleaded (required),AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,250,4,4,27,23,34295,640,,Subaru,2017
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,170,4,4,32,26,25995,640,,Subaru,2017
premium unleaded (required),AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,250,4,4,27,23,29295,640,,Subaru,2017
regular unleaded,MANUAL,all wheel drive,Crossover,Midsize,4dr SUV,170,4,4,28,22,25495,640,,Subaru,2017
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,170,4,4,32,26,29195,640,,Subaru,2017
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,170,4,4,32,26,31295,640,,Subaru,2017
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,170,4,4,32,26,23595,640,,Subaru,2017
regular unleaded,MANUAL,all wheel drive,Crossover,Midsize,4dr SUV,170,4,4,28,22,22595,640,,Subaru,2017
regular unleaded,MANUAL,front wheel drive,"Hatchback,Performance",Compact,4dr Hatchback,201,4,4,29,21,20890,1720,,Kia,2015
regular unleaded,AUTOMATIC,front wheel drive,"Hatchback,Performance",Compact,4dr Hatchback,201,4,4,29,21,21890,1720,,Kia,2015
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,173,4,4,33,25,19690,1720,,Kia,2015
regular unleaded,MANUAL,front wheel drive,Performance,Compact,Coupe,201,4,2,29,22,20590,1720,,Kia,2015
regular unleaded,AUTOMATIC,front wheel drive,Performance,Compact,Coupe,201,4,2,30,22,21590,1720,,Kia,2015
regular unleaded,MANUAL,front wheel drive,Performance,Compact,Coupe,201,4,2,29,22,20690,1720,,Kia,2016
regular unleaded,AUTOMATIC,front wheel drive,"Hatchback,Performance",Compact,4dr Hatchback,201,4,4,29,21,21990,1720,,Kia,2016
regular unleaded,AUTOMATIC,front wheel drive,Performance,Compact,Coupe,201,4,2,30,22,21690,1720,,Kia,2016
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,173,4,4,33,25,18090,1720,,Kia,2016
regular unleaded,AUTOMATIC,front wheel drive,"Hatchback,Performance",Compact,4dr Hatchback,173,4,4,33,25,20390,1720,,Kia,2016
regular unleaded,MANUAL,front wheel drive,"Hatchback,Performance",Compact,4dr Hatchback,201,4,4,29,21,20990,1720,,Kia,2016
regular unleaded,AUTOMATIC,front wheel drive,Performance,Compact,Sedan,173,4,4,35,24,19990,1720,,Kia,2016
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,164,4,4,34,25,18090,1720,,Kia,2017
regular unleaded,MANUAL,front wheel drive,"Hatchback,Performance",Compact,4dr Hatchback,201,4,4,29,23,25890,1720,,Kia,2017
regular unleaded,AUTOMATED_MANUAL,front wheel drive,"Hatchback,Performance",Compact,4dr Hatchback,201,4,4,30,25,23690,1720,,Kia,2017
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,164,4,4,34,25,21990,1720,,Kia,2017
premium unleaded (required),MANUAL,rear wheel drive,Performance,Compact,Coupe,200,4,2,30,22,24700,105,,Scion,2014
premium unleaded (required),AUTOMATIC,rear wheel drive,Performance,Compact,Coupe,200,4,2,34,25,28500,105,,Scion,2014
premium unleaded (required),MANUAL,rear wheel drive,Performance,Compact,Coupe,200,4,2,30,22,27400,105,,Scion,2014
